0,293906.00,-3.491523,-2.478125,11.909965,-0.258592,-0.228592,0.035579
0,293929.00,-3.478952,-2.168060,12.370872,-0.091076,-0.633399,-0.062959
0,293952.00,-3.208992,-2.032781,12.688719,0.030100,-0.858439,-0.136996
0,293975.00,-3.122797,-2.141124,12.891039,0.174445,-1.138075,-0.200381
0,293998.00,-3.095860,-2.733719,13.221456,0.320122,-1.470443,-0.242193
0,294021.00,-3.483142,-3.250294,13.478247,0.368592,-1.806539,-0.206240
0,294044.00,-3.854861,-3.284414,13.274131,0.324383,-2.078452,-0.134333
0,294067.00,-4.436083,-3.282618,12.858715,0.267657,-2.280855,-0.071482
0,294090.00,-5.614689,-3.469974,12.041653,0.133964,-2.387650,-0.092255
0,294113.00,-4.970616,-3.221563,11.307793,-0.018104,-2.378861,-0.238198
0,294136.00,-4.828154,-2.646326,10.487737,-0.095870,-2.572742,-0.358575
0,294159.00,-5.588950,-2.230313,10.048977,-0.034616,-2.757568,-0.379614
0,294182.00,-5.688913,-1.847819,9.600040,0.061259,-2.694184,-0.344726
0,294205.00,-5.166951,-1.726307,8.771007,0.151542,-2.533593,-0.303713
0,294228.00,-4.536645,-1.974718,8.144292,0.214127,-2.481661,-0.285869
0,294251.00,-5.128642,-1.981901,6.929771,0.078303,-2.470741,-0.168422
0,294274.00,-5.201668,-1.338427,6.070209,-0.033551,-2.240907,-0.120218
0,294297.00,-4.968820,-0.939173,5.095121,-0.063113,-1.927981,-0.102108
0,294320.00,-4.691079,-0.911639,4.537243,-0.015175,-1.653937,-0.134067
0,294343.00,-4.560588,-1.093009,4.043414,0.022376,-1.376698,-0.147649
0,294366.00,-4.379817,-1.076847,3.666308,0.011457,-1.056049,-0.119153
0,294389.00,-4.706043,-0.711114,2.915089,0.000538,-0.431262,-0.071215
0,294412.00,-5.044840,-1.123536,3.185648,0.037556,0.003906,-0.057633
0,294435.00,-5.044840,-1.447967,3.548388,-0.039410,0.542405,-0.016886
0,294458.00,-4.580940,-1.202549,3.680076,-0.166178,1.045750,0.016937
0,294481.00,-4.866463,-1.185789,4.413936,-0.202132,1.442833,0.091240
0,294504.00,-4.641995,-1.202549,5.135226,-0.215714,1.831128,0.117339
0,294527.00,-4.871252,-1.267196,6.080984,-0.186152,2.122749,0.165011
0,294550.00,-5.736201,-1.811904,8.113166,-0.120371,2.620235,0.210019
0,294573.00,-5.809228,-1.402475,8.710549,-0.144340,2.828763,0.169538
0,294596.00,-6.216862,-1.303111,9.473741,-0.059118,2.961391,0.126661
0,294619.00,-6.247988,-1.094805,10.228551,0.025572,3.090290,0.034247
0,294642.00,-5.675745,-0.902660,10.697838,0.104403,3.198682,-0.016886
