-0.107146,0.945159,-10.112426,0.004302,-0.008277,0.014493
2.354219,0.812873,-9.862219,-0.099829,0.136601,-0.131717
0.997834,1.597613,-10.341682,0.128408,-0.390713,0.825704
-0.183166,0.623721,-10.402140,0.024276,-0.034643,-0.666754
1.064277,0.709917,-10.153130,-0.025525,0.141128,-0.163409
1.133712,1.686801,-10.087884,-0.058549,-0.043964,0.126081
-0.135279,1.034946,-9.801763,-0.018068,0.107572,-0.659030
2.082463,1.098396,-10.205206,0.001373,-0.110810,0.142061
0.002394,2.189609,-10.376400,0.123348,0.061232,0.363639
0.617137,0.562068,-9.883170,0.156904,0.114496,-0.647845
1.506628,0.739846,-10.072920,-0.135249,0.000511,0.335143
-1.284555,1.227091,-10.004682,0.050908,-0.132382,0.418235
0.325628,0.928998,-10.637980,0.098047,0.145922,-0.636926
1.373145,1.374342,-10.144750,-0.256159,0.020752,0.273889
-1.129522,1.433601,-10.017850,0.029869,0.144857,0.027543
1.956162,0.297495,-10.083096,-0.047364,0.134204,0.090394
0.605165,1.110966,-10.651748,0.035196,0.086533,0.684821
0.351966,0.907449,-10.154326,0.151045,0.193593,-0.628670
1.312089,1.523389,-10.408724,0.037326,-0.049024,0.735954
-0.461506,0.719494,-10.044786,-0.018068,0.006370,-0.195101
2.356014,0.205912,-9.778418,-0.073197,-0.145432,-0.008144
0.384289,1.719124,-10.399146,-0.042836,-0.047959,0.211836
0.867942,1.088819,-10.298585,0.166758,0.340336,-0.774081
1.139099,1.010405,-10.631396,0.128141,0.091859,0.549797
-1.255823,1.539550,-10.044188,0.092188,0.178413,-0.082980
2.460766,0.459112,-10.359041,0.036793,0.059634,0.051245
-0.145455,1.351596,-10.127391,0.071948,-0.208284,0.657923
1.425221,1.054101,-10.169291,0.013357,0.033002,-1.026020
0.556680,1.965141,-11.232371,-0.390650,-0.316143,0.616110
0.626116,1.649689,-10.300381,0.045049,0.292931,-1.024954
1.487474,0.993644,-10.382985,-0.208221,-0.112142,0.700800
