-0.718297,0.713508,-9.989119,-0.027644,-0.101120,-0.123471
-0.660833,0.770972,-9.814333,-0.006472,-0.091533,-0.094709
-0.644073,0.679988,-10.089680,0.010040,-0.100055,-0.067278
-0.521963,0.605764,-10.065737,0.012304,-0.126021,-0.040912
-0.483653,0.438161,-10.034611,0.050388,-0.127619,0.005294
-0.466893,0.378303,-9.922077,0.095529,-0.092598,0.050169
-0.035915,0.536328,-9.598844,0.088738,-0.093264,0.005960
0.356754,0.529146,-9.424058,0.040134,-0.093930,-0.110555
0.687171,0.392669,-9.364200,-0.064796,-0.139870,-0.288723
0.902660,0.361543,-9.088853,-0.133373,-0.197262,-0.465693
0.859562,0.081407,-9.380960,-0.118060,-0.234547,-0.521487
0.907449,-0.284925,-10.235734,-0.001411,-0.204586,-0.415891
1.285752,-0.545906,-11.011495,0.201791,-0.106979,-0.149438
2.013626,-0.936181,-11.758524,0.367442,0.162537,0.247912
2.763050,-1.166036,-12.246965,0.480628,0.385313,0.549653
3.754300,-1.015193,-12.175136,0.595146,0.567876,0.647526
4.518089,-0.754212,-12.050632,0.752940,0.880802,0.599987
5.020897,-0.646467,-12.464849,0.887033,1.195726,0.393456
5.152585,-0.488442,-12.840758,0.947487,1.459915,0.154434
4.848505,-0.871534,-13.673983,0.876513,1.633955,-0.036518
5.001742,-1.261809,-13.420184,0.746415,1.889090,-0.151834
5.133430,-1.075051,-13.645250,0.881173,2.107339,-0.325608
4.431893,-1.369553,-13.934964,1.030446,2.337706,-0.408567
3.524445,-1.778983,-14.148059,1.081713,2.450759,-0.387794
2.913892,-1.745462,-13.707503,1.092232,2.485115,-0.278603
2.791781,-1.132515,-13.106528,1.102352,2.500961,-0.194046
2.612207,-0.876322,-12.246965,1.115802,2.599899,-0.157693
2.379958,-0.720691,-11.844719,1.066399,2.613081,-0.230532
1.996866,-0.478865,-11.100084,0.949218,2.520802,-0.420418
1.343216,-0.675199,-10.451223,0.829641,2.392169,-0.604978
0.332811,-0.847591,-9.697011,0.724045,2.313205,-0.645592
-0.682382,-1.029559,-9.213358,0.543346,2.159006,-0.541727
-0.751818,-0.682382,-8.140700,0.338014,1.869249,-0.486998
-0.677594,-0.093379,-7.015368,0.178088,1.562049,-0.600318
-1.034348,0.263376,-6.040879,0.075022,1.378155,-0.709642
-1.240260,0.912237,-5.466241,0.028683,1.183608,-0.815238
-1.359976,0.682382,-5.030474,0.110043,1.051913,-0.975962
-1.860389,0.730269,-4.764704,0.364113,1.230081,-1.028161
-2.571504,1.419834,-5.660181,0.572375,1.115563,-0.984618
-3.191633,1.359976,-7.065649,0.427630,0.289438,-0.900993
-2.856428,0.878717,-8.269994,-0.020986,-0.893023,-0.605511
-2.391929,-0.256193,-8.830266,-0.428855,-1.850578,-0.045972
-1.494058,-1.106178,-10.278831,-0.602762,-2.548203,0.552582
-0.509991,-1.692787,-11.906972,-0.788121,-3.477261,0.987883
0.560272,-3.289801,-13.283708,-0.772542,-4.057439,1.343686
1.929825,-3.440643,-14.705936,-0.674003,-4.185140,1.463797
2.339254,-3.498107,-15.450571,-0.616744,-4.311908,1.221046
