-2.042358,2.437422,-9.584477,-0.070255,-0.128152,-0.022137
-2.099822,2.427844,-9.534197,-0.028976,-0.161042,-0.002695
-2.051935,2.308128,-9.404903,0.002583,-0.180351,0.017545
-1.913065,1.951374,-9.297159,0.025221,-0.215771,0.013550
-1.719124,1.544339,-9.086458,0.044928,-0.271832,-0.013348
-1.398285,1.149275,-9.021811,0.036805,-0.262111,-0.100168
-1.043925,0.816464,-9.510254,0.007244,-0.404459,-0.167414
-0.572243,0.562666,-9.289976,-0.013529,-0.377827,-0.263156
-0.004789,0.914632,-9.175049,-0.118726,-0.294069,-0.407236
0.938575,1.201951,-9.692223,-0.224987,-0.057977,-0.623621
1.381525,1.419834,-10.846287,-0.433383,0.347762,-0.745595
1.857995,1.886727,-12.208656,-0.582788,0.720211,-0.680613
2.370380,2.195595,-12.651607,-0.594773,0.856434,-0.544923
2.844457,2.480519,-13.511168,-0.517540,1.361377,-0.482338
3.225154,3.160507,-14.375520,-0.251752,1.824241,-0.441591
3.457403,3.768666,-14.679599,0.162109,2.123985,-0.373280
3.761482,4.134997,-15.038747,0.439215,2.317732,-0.298444
3.864439,4.384007,-15.168040,0.573840,2.678064,-0.273410
4.077533,4.027253,-15.215927,0.688624,3.052243,-0.202169
3.962606,3.639372,-15.419445,0.642018,3.345861,-0.105095
3.579514,3.562754,-15.450571,0.630300,3.471565,-0.003095
3.093466,3.026425,-15.237476,0.552801,3.625498,0.040316
2.360803,2.810936,-14.978889,0.587822,3.613114,0.043245
1.937008,2.365592,-14.262986,0.685561,3.531087,0.026600
1.458143,2.061513,-13.343566,0.802742,3.358112,0.023404
1.108572,1.874756,-12.112884,0.927646,3.027076,0.057360
0.842802,1.266597,-10.875018,0.973453,2.773539,0.096775
0.533934,1.204345,-9.424058,0.954944,2.517339,0.152836
0.277742,1.209134,-8.368161,0.869855,2.327586,0.152303
0.282530,1.101389,-7.211703,0.711927,2.076713,0.147643
0.143659,1.012799,-6.220453,0.507260,1.816385,0.168149
-0.105350,1.096600,-5.222020,0.348400,1.427957,0.256834
-0.316051,0.981673,-4.743155,0.146929,1.075349,0.366425
-0.579426,0.993644,-4.288234,-0.078911,0.697174,0.460036
-0.857168,1.417440,-4.518089,-0.268797,0.210607,0.600254
-1.101389,1.587437,-4.331332,-0.515276,-0.238408,0.599455
-1.003222,1.752645,-4.103871,-0.823276,-0.854806,0.643531
-0.754212,2.023204,-4.266685,-1.048715,-1.259613,0.635807
-0.579426,1.841235,-4.953856,-1.389605,-1.481058,0.605713
-0.380697,2.042358,-5.775109,-1.725968,-1.708629,0.558308
-0.414218,3.021636,-6.974665,-2.023447,-1.933669,0.393190
-0.318445,3.572331,-8.131124,-2.328784,-2.166034,0.133128
-0.184363,4.609073,-9.448001,-2.550628,-2.427027,-0.182994
0.083801,5.133430,-10.843892,-2.758890,-2.622240,-0.528811
0.464499,4.719212,-11.782467,-2.802167,-2.743948,-0.825891
0.586609,5.147796,-13.288497,-2.588446,-2.861396,-1.085020
0.691960,6.095948,-14.222282,-2.221723,-3.119726,-1.430837
0.940969,6.926778,-15.196773,-1.937026,-3.340106,-1.913675
1.084629,7.218886,-16.025209,-1.830631,-3.446102,-2.287589
1.740673,7.417615,-15.860001,-1.608920,-3.349560,-2.550048
1.896304,7.209309,-15.694792,-1.164565,-3.608690,-2.596654
1.807714,6.627488,-15.244659,-0.930603,-3.657027,-2.556306
1.343216,7.515782,-15.464937,-0.732727,-3.157411,-2.617826
1.110966,7.949155,-15.041142,-0.056007,-2.862860,-2.773224
1.230682,6.189327,-12.761745,0.635094,-2.712523,-2.888141
1.376736,5.657787,-11.452050,0.987036,-2.077216,-2.876157
1.685604,7.506205,-11.219801,1.087039,-1.452296,-2.424211
1.740673,6.004964,-10.384182,1.081446,-1.589051,-1.469187
2.947412,3.383179,-9.627576,1.099956,-1.594378,-0.374212
2.214749,4.218798,-9.098430,1.281985,-0.971055,0.603583
1.046319,5.866093,-10.187847,1.484389,-0.386749,0.743134
0.577032,5.899613,-10.350661,1.295701,-0.206450,0.721030
0.737452,5.222020,-10.532630,0.782102,-0.094596,0.744732
1.043925,4.702452,-10.968397,0.392210,0.305817,0.633677
1.558705,3.787820,-11.514302,0.140005,0.892786,0.710910
1.225894,4.173306,-12.984418,0.019228,1.612250,0.948334
0.945758,5.863699,-14.377913,0.261313,2.170058,0.974966
0.639284,5.925951,-15.203956,0.768387,2.222922,0.998935
0.440556,5.293850,-15.084239,1.173859,2.267398,1.187356
0.306473,4.965827,-13.523140,1.264009,2.562081,1.332501
