-0.21,-0.18,0.91
-0.21,-0.19,0.90
-0.21,-0.19,0.91
-0.22,-0.18,0.93
-0.21,-0.18,0.91
-0.21,-0.18,0.90
-0.20,-0.18,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.93
-0.21,-0.20,0.92
-0.21,-0.21,0.91
-0.21,-0.22,0.89
-0.20,-0.22,0.90
-0.20,-0.22,0.91
-0.20,-0.22,0.91
-0.21,-0.22,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.20,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.91
-0.21,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.92
-0.21,-0.17,0.91
-0.20,-0.17,0.91
-0.20,-0.17,0.91
-0.20,-0.17,0.91
-0.21,-0.17,0.92
-0.21,-0.17,0.91
-0.21,-0.17,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.90
-0.21,-0.20,0.90
-0.20,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.91
-0.20,-0.21,0.91
-0.20,-0.21,0.91
-0.21,-0.21,0.91
-0.20,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.90
-0.21,-0.18,0.91
-0.21,-0.18,0.92
-0.21,-0.18,0.92
-0.21,-0.18,0.92
-0.21,-0.17,0.92
-0.21,-0.17,0.92
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.17,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.20,-0.21,0.91
-0.20,-0.21,0.91
-0.20,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.20,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.17,0.92
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.20,-0.21,0.91
-0.20,-0.21,0.91
-0.20,-0.21,0.91
-0.21,-0.21,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.92
-0.21,-0.18,0.92
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.20,0.91
-0.21,-0.21,0.91
-0.21,-0.20,0.91
-0.21,-0.21,0.90
-0.21,-0.20,0.91
-0.20,-0.20,0.91
-0.20,-0.20,0.91
-0.21,-0.19,0.91
-0.20,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.90
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.92
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.21,0.90
-0.21,-0.20,0.91
-0.21,-0.21,0.91
-0.21,-0.20,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.20,-0.19,0.91
-0.20,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.20,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.21,0.91
-0.21,-0.20,0.91
-0.21,-0.21,0.90
-0.21,-0.20,0.90
-0.21,-0.21,0.91
-0.21,-0.21,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.19,0.90
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.20,-0.20,0.91
-0.20,-0.20,0.91
-0.20,-0.20,0.91
-0.20,-0.20,0.91
-0.21,-0.21,0.90
-0.21,-0.21,0.90
-0.21,-0.21,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.90
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.92
-0.21,-0.18,0.92
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.18,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.21,-0.19,0.91
-0.21,-0.19,0.91
-0.21,-0.20,0.91
-0.20,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.20,-0.20,0.92
-0.20,-0.20,0.91
-0.20,-0.20,0.91
-0.20,-0.20,0.91
-0.20,-0.20,0.90
-0.21,-0.20,0.91
-0.21,-0.20,0.90
-0.21,-0.20,0.91
-0.20,-0.20,0.91
-0.21,-0.20,0.90
