0.681185,0.303481,-10.202812,-0.000132,-0.000716,-0.000826
0.688967,0.308269,-10.175277,-0.000265,-0.000317,-0.000826
0.698544,0.280136,-10.181263,-0.000531,0.000482,-0.000426
0.706924,0.299290,-10.172883,0.000534,0.000615,-0.000293
0.729670,0.273551,-10.175277,0.001466,0.000882,-0.000559
0.837415,0.238235,-10.178868,-0.003594,-0.001782,-0.001891
0.794915,0.308269,-10.162707,-0.003061,-0.004844,-0.001491
0.696150,0.358550,-10.204009,-0.003860,-0.006442,0.002237
0.659636,0.317846,-10.201016,-0.002795,-0.008307,0.004101
0.702734,0.229256,-10.178270,-0.001863,-0.007374,0.004900
0.672805,0.225665,-10.221368,-0.002662,-0.004312,0.001438
0.615940,0.299290,-10.191439,-0.005591,-0.002048,-0.002557
0.678192,0.411225,-10.159116,-0.001597,0.002479,0.002370
0.720691,0.347177,-10.165700,0.001866,0.002746,0.005832
0.741043,0.274749,-10.193833,0.002398,0.002080,0.005167
0.773965,0.238235,-10.223763,0.002665,0.001680,0.000240
0.743438,0.253200,-10.202213,0.001067,0.002080,-0.003622
0.711713,0.304079,-10.187249,0.001466,0.001281,-0.005220
0.727874,0.283727,-10.180066,0.001599,0.000615,-0.001625
0.715304,0.258587,-10.193234,0.001599,0.000482,-0.000426
0.708121,0.265770,-10.219572,-0.000798,-0.000317,-0.000426
0.732064,0.265770,-10.204009,-0.001597,0.000216,0.000772
0.721290,0.286122,-10.188446,-0.001064,-0.000184,0.000772
0.717100,0.294502,-10.180066,-0.001730,-0.001649,0.001172
0.714706,0.280734,-10.162707,-0.001597,-0.001116,0.001704
0.705727,0.305276,-10.183658,-0.001330,0.000083,-0.000027
0.701537,0.307671,-10.190841,-0.001064,-0.000184,0.000240
0.700340,0.319044,-10.189045,-0.000798,-0.000583,-0.000426
0.715304,0.334607,-10.192038,0.000001,-0.000450,-0.001358
0.706924,0.322037,-10.184855,0.000933,0.000083,-0.001358
0.703931,0.307671,-10.181862,0.001599,0.000882,-0.000692
0.727874,0.284925,-10.175277,0.001732,0.000615,-0.001491
0.733860,0.302283,-10.190841,0.000933,0.000482,-0.001891
0.710516,0.305276,-10.189045,0.000534,0.001148,-0.001758
0.729670,0.308868,-10.178270,0.000933,0.000882,-0.001758
0.739247,0.268164,-10.180066,0.001200,0.000748,-0.001891
0.737452,0.256791,-10.181263,0.000667,0.000083,-0.002157
0.751219,0.284326,-10.222565,-0.000798,-0.001249,-0.003755
0.684777,0.353761,-10.182460,-0.000798,-0.001116,0.000772
0.678192,0.323832,-10.183658,0.000534,-0.000983,0.001971
0.697945,0.296298,-10.159714,0.000933,-0.000583,0.001172
