0,120048.00,-8.908081,-2.223130,3.855460,0.024202,-0.025456,-0.000855
0,120070.00,-8.971531,-2.332071,3.896163,0.028996,-0.017200,-0.010442
0,120092.00,-9.143922,-2.405098,3.948240,-0.001898,0.001708,-0.002453
0,120114.00,-9.309131,-2.485308,3.950634,-0.020540,-0.012407,-0.002719
0,120136.00,-9.491099,-2.601433,3.991338,-0.041047,-0.018798,0.018054
0,120158.00,-9.410291,-2.680445,3.926691,-0.066347,0.001442,0.036963
0,120180.00,-9.152901,-2.615200,3.699230,-0.092979,-0.001754,0.039892
0,120202.00,-9.085261,-2.523019,3.483142,-0.094577,-0.046496,0.024978
0,120224.00,-8.994876,-2.392528,3.321526,-0.077799,-0.073394,-0.011774
0,120246.00,-9.008044,-2.255453,3.185648,-0.035188,-0.063007,-0.058380
0,120268.00,-8.791358,-2.065104,3.038995,0.025267,0.016889,-0.109514
0,120290.00,-8.429216,-1.838841,2.928258,0.108359,0.099981,-0.148396
0,120312.00,-8.073660,-1.422228,2.767838,0.369086,0.144190,-0.241875
0,120334.00,-7.886902,-1.183394,2.546962,0.532607,0.166028,-0.274366
0,120356.00,-8.434604,-1.415045,2.784598,0.729418,0.144989,-0.276763
0,120378.00,-9.006847,-1.761624,3.297582,0.851126,0.229679,-0.277295
0,120400.00,-9.109204,-1.913065,4.081723,0.878557,0.432614,-0.259185
0,120422.00,-8.477701,-1.556310,5.029876,0.875361,0.660851,-0.214976
0,120444.00,-6.818435,-1.190578,5.336349,0.972035,0.848340,-0.171832
0,120466.00,-5.105896,-2.064506,6.441329,1.263123,0.717577,-0.161446
0,120488.00,-4.902378,-4.056583,8.231087,1.496952,0.212368,-0.178757
0,120510.00,-5.743384,-5.658385,10.336295,1.454075,-0.280857,-0.231222
0,120532.00,-5.529691,-5.693103,11.647187,0.961915,-0.596180,-0.464518
0,120554.00,-4.120032,-5.403390,11.704652,0.892406,-0.929080,-0.616853
0,120576.00,-4.561187,-6.043273,12.409182,0.928359,-1.625508,-0.645882
0,120598.00,-6.446118,-7.004594,13.140647,0.836212,-2.276128,-0.665057
0,120620.00,-7.570851,-7.102163,13.189731,0.554978,-2.571211,-0.742557
0,120642.00,-7.817467,-6.487420,12.663578,0.277472,-2.679337,-0.805408
0,120664.00,-7.742644,-5.527296,11.687292,0.120343,-2.833270,-0.929247
0,120686.00,-8.001830,-4.729987,11.749545,0.128333,-3.063903,-1.102888
0,120708.00,-8.102391,-3.633985,10.451223,0.179733,-3.216238,-1.265343
0,120730.00,-8.097004,-3.621415,10.134574,0.407170,-3.248729,-1.289578
0,120752.00,-8.202953,-3.711800,8.978714,0.462831,-3.196797,-1.130319
0,120774.00,-8.461540,-3.685463,8.769809,0.273744,-3.075088,-1.029117
0,120796.00,-8.807520,-3.287406,8.099998,-0.073538,-2.856440,-0.930312
0,120818.00,-9.221139,-2.971356,7.561274,-0.419754,-2.577869,-0.812332
0,120840.00,-9.195999,-2.434429,7.042903,-0.768633,-2.289977,-0.749747
0,120862.00,-9.485113,-1.877748,6.112110,-1.092745,-2.013536,-0.642420
0,120884.00,-10.075912,-0.486048,5.119663,-1.354538,-1.768255,-0.531897
0,120906.00,-10.908539,1.963345,2.752275,-1.512998,-1.495810,-0.399803
0,120928.00,-12.413371,4.401964,-0.247813,-1.412862,-1.260915,-0.266376
0,120950.00,-13.411804,5.396207,-2.823506,-0.999000,-1.108580,-0.211780
0,120972.00,-16.760864,5.162162,-3.031812,-0.388594,0.130075,0.348291
0,120994.00,-17.225962,3.817151,-1.876551,-0.126269,1.387639,0.573065
0,121016.00,-15.044733,1.462333,0.170596,0.072672,2.636414,0.733922
0,121038.00,-13.770354,-0.833823,1.632330,0.008223,3.436173,1.030337
0,121060.00,-13.326207,-2.549955,3.457403,-0.082859,3.856426,1.312902
0,121082.00,-13.762572,-2.604426,5.010122,-0.154233,4.076140,1.508115
0,121104.00,-16.211966,-2.224327,7.253005,0.105962,4.307040,1.670570
0,121126.00,-14.837624,-2.111794,10.436857,0.788541,4.841545,1.574163
0,121148.00,-12.598332,-4.529462,13.654828,1.783779,5.231171,1.552591
0,121170.00,-11.198851,-10.022040,19.614300,2.678615,4.998940,1.442867
0,121192.00,-4.802415,-9.468951,19.614300,1.387761,3.977868,0.814085
0,121214.00,-4.181088,-5.478811,18.626043,1.093211,3.050275,0.452422
0,121236.00,-3.375398,-2.388937,17.309763,1.113451,2.225748,-0.144135
0,121258.00,-1.862784,-1.893312,16.379568,1.222909,1.774602,-0.419776
0,121280.00,-1.296526,-3.423883,18.648190,1.267651,1.433712,-0.520179
0,121302.00,-2.053133,-3.088678,11.113853,0.778154,1.176180,-0.887435
0,121324.00,-0.488442,-3.646555,19.614300,1.242350,1.059266,-0.826980
0,121346.00,1.481488,-3.168887,17.242123,0.376543,0.878967,-0.639491
0,121368.00,1.880741,-2.883963,19.317404,0.354705,-0.017733,-0.359322
0,121390.00,-1.155860,-5.641625,18.749949,0.543260,-1.285417,-0.274898
0,121412.00,-3.553176,-8.811709,19.614300,0.691867,-3.731834,0.252948
0,121434.00,-6.182144,-10.329112,19.614300,0.277206,-4.782201,0.218593
0,121456.00,-9.755672,-10.635586,19.614300,0.022338,-5.378225,0.237235
0,121478.00,-10.707416,-7.554091,19.082161,-0.479410,-5.577699,0.346693
0,121500.00,-16.584881,-7.135683,19.614300,-0.571823,-5.785162,0.033500
0,121522.00,-17.088287,-6.673579,14.505411,-1.056259,-5.494341,-0.784901
0,121544.00,-17.107443,-6.379077,12.181721,-0.951063,-4.853042,-0.748416
0,121566.00,-15.281771,-3.842291,9.034981,-0.910316,-4.257018,-0.796087
0,121588.00,-14.448546,-4.149363,7.945563,-0.939344,-3.928911,-0.845889
0,121610.00,-14.762801,-2.782803,5.885248,-1.281300,-3.735829,-1.022459
0,121632.00,-15.692397,0.526153,-0.506998,-1.482904,-2.712893,-0.625908
0,121654.00,-15.795354,2.177039,-3.137761,-1.617396,-2.148827,-0.412320
0,121676.00,-16.245487,7.143465,-5.759546,-1.898896,-1.394342,-0.095399
0,121698.00,-16.487312,11.761517,-8.841639,-1.649620,-0.543715,0.127778
0,121720.00,-16.270029,12.212847,-8.795548,-0.719098,0.289334,0.191695
0,121742.00,-15.265610,9.497085,-7.564267,0.155498,1.138363,0.292097
0,121764.00,-14.885510,5.590147,-5.208851,0.656979,1.821740,0.663614
0,121786.00,-15.868381,1.474903,-2.318304,0.690801,2.403650,1.173084
0,121808.00,-16.807554,-1.115755,0.897871,0.294250,3.057466,1.540340
0,121830.00,-16.868608,-1.770602,3.432862,-0.216552,3.892380,1.932629
0,121852.00,-13.068219,-2.934244,7.745039,-0.344385,5.182967,3.048244
0,121874.00,-10.977376,-4.019471,9.357017,0.060688,4.762181,3.788082
