0,95528.00,-6.338373,-2.473935,7.162021,-0.010742,0.029844,-0.020318,25.392981,6.129340,-39.439213
0,95552.00,-6.353338,-2.400310,7.129697,-0.017134,0.039431,-0.034166,25.392981,6.129340,-39.439213
0,95576.00,-6.486822,-2.470942,7.126705,-0.012873,0.041562,-0.052542,25.392981,6.129340,-39.439213
0,95600.00,-6.710092,-2.478724,7.202724,-0.045630,0.059139,-0.034433,49.384968,35.024799,-31.822199
0,95624.00,-6.766359,-2.244678,7.250012,-0.050690,0.065797,-0.003806,49.384968,35.024799,-31.822199
0,95648.00,-6.858540,-2.205172,7.157831,-0.026721,0.062069,0.011108,49.384968,35.024799,-31.822199
0,95672.00,-7.027939,-2.202778,7.266772,-0.022460,0.060737,0.024158,49.384968,35.024799,-31.822199
0,95696.00,-7.148852,-2.077076,7.408038,-0.012873,0.085238,0.059845,49.384968,35.024799,-31.822199
0,95720.00,-7.130895,-1.784968,7.112937,-0.005682,0.200821,0.099260,49.384968,35.024799,-31.822199
0,95744.00,-7.102761,-1.549726,7.044699,-0.025922,0.257015,0.052920,91.589851,84.935143,6.262879
0,95768.00,-7.256597,-1.591627,7.064452,-0.036841,0.316937,-0.019785,91.589851,84.935143,6.262879
0,95792.00,-7.484656,-1.685604,7.230857,-0.062142,0.375527,-0.092224,91.589851,84.935143,6.262879
0,95816.00,-7.710321,-1.801130,7.513987,-0.048559,0.423199,-0.100480,91.589851,84.935143,6.262879
0,95840.00,-7.880318,-1.647893,8.004224,0.102977,0.386180,0.049458,91.589851,84.935143,6.262879
0,95864.00,-8.133517,-1.461735,8.258022,0.231343,0.302023,0.121631,58.316292,28.545212,-64.152199
0,95888.00,-8.951180,-1.210929,8.628544,0.350122,0.243965,0.137610,58.316292,28.545212,-64.152199
0,95912.00,-10.020245,-1.284555,9.060719,0.477157,0.242367,0.145334,58.316292,28.545212,-64.152199
0,95936.00,-10.649353,-1.404869,9.286983,0.582353,0.337444,0.248666,58.316292,28.545212,-64.152199
0,95960.00,-9.916690,-0.378902,8.806323,0.730960,0.660224,0.661995,58.316292,28.545212,-64.152199
0,95984.00,-9.479726,-0.196335,8.201158,0.847342,0.737190,0.759734,10.857688,26.268600,-67.029739
0,96008.00,-9.093042,-0.573441,7.582224,0.955467,0.781399,0.758403,10.857688,26.268600,-67.029739
0,96032.00,-8.496857,-0.750022,7.161422,1.006867,0.833332,0.717922,10.857688,26.268600,-67.029739
0,96056.00,-7.695356,-0.777557,6.690339,1.049212,0.846648,0.623112,10.857688,26.268600,-67.029739
0,96080.00,-6.998608,-2.284185,5.836762,1.069985,0.690584,0.424437,10.857688,26.268600,-67.029739
0,96104.00,-6.261157,-2.411084,5.743384,1.052408,0.631461,0.433226,10.857688,26.268600,-67.029739
0,96128.00,-5.251949,-2.752874,5.210647,1.134701,0.555826,0.463054,113.480354,-35.725296,-33.514870
0,96152.00,-4.219995,-3.693244,4.324149,1.176513,0.449564,0.479565,113.480354,-35.725296,-33.514870
0,96176.00,-3.003679,-4.036231,3.681871,1.069453,0.307616,0.512056,113.480354,-35.725296,-33.514870
0,96200.00,-0.546504,-4.100279,2.802556,0.788751,-0.055645,0.434824,113.480354,-35.725296,-33.514870
0,96224.00,0.545307,-4.173306,2.475132,0.574363,-0.254586,0.195135,113.480354,-35.725296,-33.514870
0,96248.00,1.051707,-4.486364,3.012059,0.256377,-0.511851,-0.173984,49.034721,-35.725296,-103.929947
0,96272.00,1.355786,-4.308586,4.303797,-0.080518,-0.846882,-0.503422,49.034721,-35.725296,-103.929947
0,96296.00,1.089417,-4.332529,5.590147,-0.268806,-1.208279,-0.722870,49.034721,-35.725296,-103.929947
0,96320.00,-0.700340,-3.733948,9.228921,-0.574808,-1.930805,-1.047781,49.034721,-35.725296,-103.929947
0,96344.00,-1.720920,-3.097656,10.986953,-0.675743,-2.099120,-1.241662,49.034721,-35.725296,-103.929947
0,96368.00,-3.170084,-2.837274,12.270909,-0.701577,-2.061036,-1.418765,19.789013,0.525372,-150.816910
0,96392.00,-4.316966,-2.740304,12.685725,-0.689059,-1.839457,-1.587612,19.789013,0.525372,-150.816910
0,96416.00,-4.466012,-2.541575,12.478617,-0.658965,-1.670344,-1.668040,19.789013,0.525372,-150.816910
0,96440.00,-2.367986,-2.596644,9.947218,-0.611028,-1.786992,-1.351652,19.789013,0.525372,-150.816910
0,96464.00,-1.264203,-2.305135,9.634160,-0.680271,-2.184608,-1.097316,19.789013,0.525372,-150.816910
0,96488.00,-1.956761,-2.060914,10.599072,-0.784935,-2.642945,-1.026475,12.959176,64.445633,-26.405655
0,96512.00,-3.222760,-2.703790,11.723806,-0.862434,-2.914592,-1.087196,12.959176,64.445633,-26.405655
0,96536.00,-5.465642,-2.535589,13.446522,-1.069365,-2.594209,-1.373490,12.959176,64.445633,-26.405655
0,96560.00,-5.995985,-2.941427,13.053254,-0.957244,-2.304985,-1.501324,12.959176,64.445633,-26.405655
0,96584.00,-6.861533,-3.010263,13.011353,-0.901317,-2.024550,-1.636615,12.959176,64.445633,-26.405655
0,96608.00,-7.991654,-3.262266,12.902411,-0.781206,-1.745446,-1.722902,12.959176,64.445633,-26.405655
0,96632.00,-8.850019,-4.147567,12.318197,-0.641388,-1.400295,-1.698135,-29.070585,82.308281,-73.123352
0,96656.00,-7.769580,-3.352652,10.251896,-0.547910,-0.774709,-1.200648,-29.070585,82.308281,-73.123352
0,96680.00,-7.916233,-3.250893,9.721553,-0.426468,-0.768850,-1.013958,-29.070585,82.308281,-73.123352
0,96704.00,-8.947588,-3.329307,9.588069,-0.319940,-0.831968,-0.830996,-29.070585,82.308281,-73.123352
0,96728.00,-10.066934,-3.443636,9.494691,-0.267475,-0.734229,-0.601428,-29.070585,82.308281,-73.123352
0,96752.00,-10.770865,-2.982130,9.217547,-0.286650,-0.470305,-0.284241,55.339184,54.288441,-44.009422
0,96776.00,-12.307423,-1.133114,11.274870,-0.248033,-0.005577,0.297935,55.339184,54.288441,-44.009422
0,96800.00,-14.841814,-1.522191,14.212706,-0.028852,0.240503,0.550939,55.339184,54.288441,-44.009422
0,96824.00,-16.759069,-2.713367,16.715971,0.258241,0.835729,0.931511,55.339184,54.288441,-44.009422
0,96848.00,-16.138939,-3.965599,18.081333,0.546932,1.761724,1.468146,55.339184,54.288441,-44.009422
0,96872.00,-13.741622,-4.335522,18.661957,0.717111,2.740717,1.973622,-13.659673,58.141171,-45.363560
0,96896.00,-9.096634,-7.179978,18.299816,1.099014,3.676033,2.671380,-13.659673,58.141171,-45.363560
0,96920.00,-6.939947,-8.791957,18.072954,1.145886,3.715448,3.090036,-13.659673,58.141171,-45.363560
0,96944.00,-4.862273,-9.295363,17.546801,1.138696,3.572701,3.666619,-13.659673,58.141171,-45.363560
0,96968.00,-2.718755,-8.562101,16.915298,1.166393,3.291733,4.175290,-13.659673,58.141171,-45.363560
0,96992.00,-0.704530,-7.018960,15.493669,1.263334,3.002243,4.375031,-13.659673,58.141171,-45.363560
0,97016.00,0.772169,-4.826358,12.346331,1.380248,2.716215,3.377661,-56.039680,-1.050744,-61.951729
0,97040.00,0.709917,-4.661150,10.785232,1.399956,2.618742,2.618915,-56.039680,-1.050744,-61.951729
0,97064.00,0.388479,-4.777873,9.469550,1.384243,2.508752,2.007977,-56.039680,-1.050744,-61.951729
0,97088.00,0.706924,-4.816781,7.778559,1.328582,2.358814,1.625008,-56.039680,-1.050744,-61.951729
0,97112.00,1.045122,-4.610869,6.239009,1.214863,2.104744,1.369341,-56.039680,-1.050744,-61.951729
0,97136.00,1.651485,-3.984155,4.176898,0.881963,1.403523,0.956012,87.562004,4.903472,-61.274658
0,97160.00,1.969331,-3.863241,3.483142,0.658787,1.103380,0.762664,87.562004,4.903472,-61.274658
0,97184.00,2.400310,-3.574127,2.803154,0.381015,0.835462,0.556532,87.562004,4.903472,-61.274658
0,97208.00,2.946814,-3.365222,2.111195,0.105906,0.482055,0.333089,87.562004,4.903472,-61.274658
0,97232.00,3.461593,-2.938434,1.917255,-0.172398,0.026382,0.089406,87.562004,4.903472,-61.274658
0,97256.00,3.200612,-2.830689,2.792979,-0.583064,-1.086038,-0.495166,39.227776,-17.512400,-11.171623
0,97280.00,2.677453,-3.087480,3.824932,-0.791060,-1.582991,-0.795842,39.227776,-17.512400,-11.171623
0,97304.00,2.190208,-3.313145,4.804211,-1.028351,-1.970221,-1.151646,39.227776,-17.512400,-11.171623
0,97328.00,1.430010,-3.850073,6.231826,-1.265110,-2.300191,-1.548463,39.227776,-17.512400,-11.171623
0,97352.00,0.372317,-4.474991,7.961725,-1.481096,-2.607525,-1.909593,39.227776,-17.512400,-11.171623
0,97376.00,-2.733120,-5.615886,12.008132,-1.752742,-3.115664,-2.400954,39.578026,22.065624,-24.035915
0,97400.00,-4.040421,-5.651203,13.588984,-1.802011,-3.208077,-2.493100,39.578026,22.065624,-24.035915
0,97424.00,-5.228604,-5.777503,14.699950,-1.792690,-3.208077,-2.580719,39.578026,22.065624,-24.035915
0,97448.00,-6.057639,-5.775109,15.341629,-1.771651,-3.126849,-2.627326,39.578026,22.065624,-24.035915
0,97472.00,-6.677769,-5.793665,15.872570,-1.764993,-2.979308,-2.643571,39.578026,22.065624,-24.035915
0,97496.00,-6.829808,-5.353109,15.713347,-1.595880,-2.710857,-2.397225,-14.885540,45.006870,-44.517223
0,97520.00,-7.069241,-4.612665,15.879753,-1.490151,-2.603530,-2.268592,-14.885540,45.006870,-44.517223
0,97544.00,-7.680990,-4.188869,15.764227,-1.315711,-2.432819,-2.186832,-14.885540,45.006870,-44.517223
0,97568.00,-8.389112,-4.035633,15.135717,-1.129020,-2.122556,-2.133035,-14.885540,45.006870,-44.517223
0,97592.00,-8.832062,-3.856058,14.268373,-0.992398,-1.703900,-2.078173,-14.885540,45.006870,-44.517223
0,97616.00,-8.683614,-3.181458,12.276895,-0.680005,-0.949682,-1.820109,2.801984,-65.146133,-15.234032
0,97640.00,-8.885934,-3.174275,11.300011,-0.501570,-0.703602,-1.610515,2.801984,-65.146133,-15.234032
0,97664.00,-9.205576,-2.991109,10.654141,-0.358290,-0.509454,-1.339934,2.801984,-65.146133,-15.234032
0,97688.00,-9.893346,-2.958786,10.266860,-0.245104,-0.330221,-1.044851,2.801984,-65.146133,-15.234032
0,97712.00,-10.611044,-2.838471,10.102849,-0.175328,-0.139802,-0.691178,2.801984,-65.146133,-15.234032
0,97736.00,-13.296278,-1.811904,12.691711,0.069687,0.244764,0.102456,22.941244,21.190004,-80.401833
0,97760.00,-15.135717,-2.888752,14.656853,0.340002,0.708960,0.493414,22.941244,21.190004,-80.401833
0,97784.00,-15.536168,-3.379588,16.626781,0.577027,1.458119,0.929646,22.941244,21.190004,-80.401833
0,97808.00,-14.930404,-4.525870,18.264500,0.895013,2.302354,1.323534,22.941244,21.190004,-80.401833
0,97832.00,-13.237617,-6.975862,17.947851,1.267595,3.057638,1.721683,22.941244,21.190004,-80.401833
0,97856.00,-7.642681,-8.995474,16.112602,1.215662,3.935695,2.689756,-7.530332,40.453644,7.278481
0,97880.00,-4.959243,-8.684811,15.260222,1.137098,3.845945,3.194433,-7.530332,40.453644,7.278481
0,97904.00,-2.900723,-8.161053,14.441363,1.157604,3.468570,3.619214,-7.530332,40.453644,7.278481
0,97928.00,-1.674829,-7.086599,13.840388,1.177046,3.048849,3.814160,-7.530332,40.453644,7.278481
0,97952.00,-1.040334,-6.170771,13.000579,1.237767,2.747641,3.704170,-7.530332,40.453644,7.278481
0,97976.00,0.511787,-4.905371,10.444638,1.176780,2.626998,2.804008,-7.530332,40.453644,7.278481
0,98000.00,1.203148,-4.552806,8.939207,1.078507,2.514611,2.323833,97.544067,7.180084,42.486019
0,98024.00,1.774792,-4.246333,7.640287,0.984496,2.234708,1.953647,97.544067,7.180084,42.486019
0,98048.00,1.965740,-3.975775,6.971672,0.916318,1.821380,1.678805,97.544067,7.180084,42.486019
0,98072.00,2.142321,-3.835108,6.139046,0.864386,1.416306,1.424203,97.544067,7.180084,42.486019
0,98096.00,2.636150,-3.790813,4.907765,0.596202,0.790721,0.811134,97.544067,7.180084,42.486019
0,98120.00,3.226950,-3.630992,4.116441,0.392200,0.556891,0.443346,-50.610836,-7.530332,-47.225498
0,98144.00,3.699230,-3.629795,3.481347,0.191661,0.234910,0.070764,-50.610836,-7.530332,-47.225498
0,98168.00,3.705216,-3.585500,3.387369,-0.030716,-0.183212,-0.256011,-50.610836,-7.530332,-47.225498
0,98192.00,3.690251,-3.529233,3.383778,-0.242707,-0.634625,-0.542838,-50.610836,-7.530332,-47.225498
